U_TIME,LSL_TIME,HUMAN_TIME,MESSAGE,VECTOR_NUM,VECTOR_NAME,PERFORMER
1699382953003582600,28689.8618431,18:49:13:003583,P300:1200,1,Index of Time and Change que 2:10,
1699382954014388600,28690.8728417,18:49:14:014389,P300:1000,1,Index of Time and Change que 2:10,
1699382955034677600,28691.8927423,18:49:15:034678,P300:1200,1,Index of Time and Change que 2:10,
1699382955849906500,28692.7081927,18:49:15:849906,H,1,Index of Time and Change que 2:10,
1699382956046734600,28692.9047186,18:49:16:046735,P300:1200,1,Index of Time and Change que 2:10,
1699382957061788300,28693.919644,18:49:17:061788,P300:1200,1,Index of Time and Change que 2:10,
1699382958073642100,28694.9315934,18:49:18:073642,P300:1200,1,Index of Time and Change que 2:10,
1699382959084685300,28695.9427303,18:49:19:084685,P300:1200,1,Index of Time and Change que 2:10,
1699382960096683000,28696.9555159,18:49:20:096683,P300:1200,1,Index of Time and Change que 2:10,
1699382961109708400,28697.9676286,18:49:21:109708,P300:1200,1,Index of Time and Change que 2:10,
1699382962121864200,28698.9795657,18:49:22:121864,P300:1000,1,Index of Time and Change que 2:10,
1699382963132486100,28699.9911943,18:49:23:132486,P300:1200,1,Index of Time and Change que 2:10,
1699382964145806200,28701.0045896,18:49:24:145806,P300:1200,1,Index of Time and Change que 2:10,
1699382965155842400,28702.0145235,18:49:25:155842,P300:1200,1,Index of Time and Change que 2:10,
1699382965866292500,28702.7242068,18:49:25:866292,H,1,Index of Time and Change que 2:10,
1699382966166967800,28703.0256654,18:49:26:166968,P300:1200,1,Index of Time and Change que 2:10,
1699382967178659200,28704.0365174,18:49:27:178659,P300:1200,1,Index of Time and Change que 2:10,
1699382968189760400,28705.0476166,18:49:28:189760,P300:1200,1,Index of Time and Change que 2:10,
1699382969199170500,28706.057645,18:49:29:199171,P300:1200,1,Index of Time and Change que 2:10,
1699382970210490100,28707.0686684,18:49:30:210490,P300:1200,1,Index of Time and Change que 2:10,
1699382971221814600,28708.0796933,18:49:31:221815,P300:1000,1,Index of Time and Change que 2:10,
1699382972231980600,28709.0906419,18:49:32:231981,P300:1200,1,Index of Time and Change que 2:10,
1699382973247182500,28710.1056688,18:49:33:247183,P300:1200,1,Index of Time and Change que 2:10,
1699382974258747100,28711.1165811,18:49:34:258747,P300:1200,1,Index of Time and Change que 2:10,
1699382975269308800,28712.1277899,18:49:35:269309,P300:1200,1,Index of Time and Change que 2:10,
1699382975877314500,28712.7352164,18:49:35:877315,H,1,Index of Time and Change que 2:10,
1699382976279718500,28713.1385186,18:49:36:279718,P300:1200,1,Index of Time and Change que 2:10,
1699382977290597900,28714.1485515,18:49:37:290598,P300:1200,1,Index of Time and Change que 2:10,
1699382978301669800,28715.1595122,18:49:38:301670,P300:1200,1,Index of Time and Change que 2:10,
1699382979311937000,28716.1705574,18:49:39:311937,P300:1200,1,Index of Time and Change que 2:10,
1699382980323620700,28717.181515,18:49:40:323621,P300:1200,1,Index of Time and Change que 2:10,
1699382981335059100,28718.1928763,18:49:41:335059,P300:1200,1,Index of Time and Change que 2:10,
1699382982344972000,28719.2036436,18:49:42:344972,P300:1200,1,Index of Time and Change que 2:10,
1699382983356494800,28720.2145154,18:49:43:356495,P300:1200,1,Index of Time and Change que 2:10,
1699382984366735600,28721.2245957,18:49:44:366736,P300:1200,1,Index of Time and Change que 2:10,
1699382985376177000,28722.2347142,18:49:45:376177,P300:1200,1,Index of Time and Change que 2:10,
1699382985887127700,28722.7459139,18:49:45:887128,H,1,Index of Time and Change que 2:10,
1699382986388640900,28723.2467457,18:49:46:388641,P300:1200,1,Index of Time and Change que 2:10,
1699382987398884000,28724.2575454,18:49:47:398884,P300:1200,1,Index of Time and Change que 2:10,
1699382988409670300,28725.2676192,18:49:48:409670,P300:1200,1,Index of Time and Change que 2:10,
1699382989420595100,28726.2788241,18:49:49:420595,P300:1200,1,Index of Time and Change que 2:10,
1699382990432732100,28727.2908346,18:49:50:432732,P300:1200,1,Index of Time and Change que 2:10,
1699382991444467600,28728.3026875,18:49:51:444468,P300:1200,1,Index of Time and Change que 2:10,
1699382992455321000,28729.3136662,18:49:52:455321,P300:1200,1,Index of Time and Change que 2:10,
1699382993472565700,28730.3307527,18:49:53:472566,P300:1200,1,Index of Time and Change que 2:10,
1699382994489875300,28731.3485813,18:49:54:489875,P300:1200,1,Index of Time and Change que 2:10,
1699382995501692800,28732.3596862,18:49:55:501693,P300:1200,1,Index of Time and Change que 2:10,
1699382995898131500,28732.7568903,18:49:55:898131,H,1,Index of Time and Change que 2:10,
1699382996512671200,28733.3705164,18:49:56:512671,P300:1000,1,Index of Time and Change que 2:10,
1699382997523299000,28734.3815235,18:49:57:523299,P300:1200,1,Index of Time and Change que 2:10,
1699382998532874400,28735.3916097,18:49:58:532875,P300:1000,1,Index of Time and Change que 2:10,
1699382999543983300,28736.4027388,18:49:59:543983,P300:1200,1,Index of Time and Change que 2:10,
1699383000555772300,28737.4145152,18:50:00:555772,P300:1200,1,Index of Time and Change que 2:10,
1699383001567720300,28738.4259139,18:50:01:567720,P300:1200,1,Index of Time and Change que 2:10,
1699383002577979500,28739.4366808,18:50:02:577979,P300:1200,1,Index of Time and Change que 2:10,
1699383003589201700,28740.4475305,18:50:03:589202,P300:1200,1,Index of Time and Change que 2:10,
1699383004602645100,28741.4605166,18:50:04:602645,P300:1200,1,Index of Time and Change que 2:10,
1699383005613772300,28742.4716511,18:50:05:613772,P300:1200,1,Index of Time and Change que 2:10,
1699383005909453500,28742.7676008,18:50:05:909454,H,1,Index of Time and Change que 2:10,
1699383006627011600,28743.4855131,18:50:06:627012,P300:1200,1,Index of Time and Change que 2:10,
1699383007638209300,28744.4968272,18:50:07:638209,P300:1200,1,Index of Time and Change que 2:10,
1699383008655271200,28745.5135143,18:50:08:655271,P300:1000,1,Index of Time and Change que 2:10,
1699383009665484300,28746.5236549,18:50:09:665484,P300:1200,1,Index of Time and Change que 2:10,
1699383010676258400,28747.5345146,18:50:10:676258,P300:1000,1,Index of Time and Change que 2:10,
1699383011686310300,28748.5447344,18:50:11:686310,P300:1200,1,Index of Time and Change que 2:10,
1699383012699853100,28749.5576853,18:50:12:699853,P300:1200,1,Index of Time and Change que 2:10,
1699383013709859700,28750.5685712,18:50:13:709860,P300:1200,1,Index of Time and Change que 2:10,
1699383014721672700,28751.579516,18:50:14:721673,P300:1200,1,Index of Time and Change que 2:10,
1699383015732010400,28752.5906251,18:50:15:732011,P300:1200,1,Index of Time and Change que 2:10,
1699383015920356900,28752.7782647,18:50:15:920357,H,1,Index of Time and Change que 2:10,
1699383016742831400,28753.6016317,18:50:16:742831,P300:1200,1,Index of Time and Change que 2:10,
1699383017754683400,28754.6125146,18:50:17:754683,P300:1200,1,Index of Time and Change que 2:10,
1699383018765485100,28755.6237412,18:50:18:765485,P300:1200,1,Index of Time and Change que 2:10,
1699383019775372800,28756.6335946,18:50:19:775373,P300:1200,1,Index of Time and Change que 2:10,
1699383020786208800,28757.6445731,18:50:20:786209,P300:1200,1,Index of Time and Change que 2:10,
1699383021797272000,28758.655657,18:50:21:797272,P300:1200,1,Index of Time and Change que 2:10,
1699383022808712000,28759.667119,18:50:22:808712,P300:1200,1,Index of Time and Change que 2:10,
1699383023822693300,28760.6805206,18:50:23:822693,P300:1200,1,Index of Time and Change que 2:10,
1699383024833109400,28761.6913044,18:50:24:833110,P300:1000,1,Index of Time and Change que 2:10,
1699383025846337800,28762.7045435,18:50:25:846338,P300:1200,1,Index of Time and Change que 2:10,
1699383025931543600,28762.7898718,18:50:25:931544,H,1,Index of Time and Change que 2:10,
1699383026857791500,28763.7165513,18:50:26:857791,P300:1000,1,Index of Time and Change que 2:10,
1699383027868729200,28764.7275161,18:50:27:868729,P300:1200,1,Index of Time and Change que 2:10,
1699383028879827400,28765.7385817,18:50:28:879827,P300:1000,1,Index of Time and Change que 2:10,
1699383029890570900,28766.7485772,18:50:29:890571,P300:1200,1,Index of Time and Change que 2:10,
1699383030901622300,28767.7595157,18:50:30:901622,P300:1200,1,Index of Time and Change que 2:10,
1699383031913190000,28768.7710017,18:50:31:913190,P300:1200,1,Index of Time and Change que 2:10,
1699383032923442400,28769.7816924,18:50:32:923442,P300:1200,1,Index of Time and Change que 2:10,
1699383033934555200,28770.7927892,18:50:33:934555,P300:1200,1,Index of Time and Change que 2:10,
1699383034945114700,28771.8036918,18:50:34:945115,P300:1200,1,Index of Time and Change que 2:10,
1699383035955354400,28772.8135574,18:50:35:955354,P300:1200,1,Index of Time and Change que 2:10,
1699383035943277300,28772.801116,18:50:35:943277,H,1,Index of Time and Change que 2:10,
1699383036956820000,28773.8149032,18:50:36:956820,P300:1200,1,Index of Time and Change que 2:10,
1699383037967111100,28774.8258647,18:50:37:967111,P300:1000,1,Index of Time and Change que 2:10,
1699383038978122900,28775.8366217,18:50:38:978123,P300:1200,1,Index of Time and Change que 2:10,
1699383039991825100,28776.849779,18:50:39:991825,P300:1000,1,Index of Time and Change que 2:10,
1699383041002711100,28777.8606703,18:50:41:002711,P300:1200,1,Index of Time and Change que 2:10,
1699383042011790500,28778.8705127,18:50:42:011791,P300:1200,1,Index of Time and Change que 2:10,
1699383043022703200,28779.8805572,18:50:43:022703,P300:1200,1,Index of Time and Change que 2:10,
1699383044033150400,28780.8916857,18:50:44:033150,P300:1200,1,Index of Time and Change que 2:10,
1699383045043717500,28781.9025145,18:50:45:043717,P300:1200,1,Index of Time and Change que 2:10,
1699383045960722300,28782.8185691,18:50:45:960722,H,1,Index of Time and Change que 2:10,
1699383046054768200,28782.912833,18:50:46:054768,P300:1200,1,Index of Time and Change que 2:10,
1699383047064986900,28783.9236048,18:50:47:064987,P300:1000,1,Index of Time and Change que 2:10,
1699383048075797100,28784.9345565,18:50:48:075797,P300:1200,1,Index of Time and Change que 2:10,
1699383049087876900,28785.9455498,18:50:49:087877,P300:1200,1,Index of Time and Change que 2:10,
1699383050098677500,28786.9565611,18:50:50:098677,P300:1200,1,Index of Time and Change que 2:10,
1699383051108699500,28787.9665702,18:50:51:108699,P300:1200,1,Index of Time and Change que 2:10,
1699383052119749600,28788.9775968,18:50:52:119750,P300:1200,1,Index of Time and Change que 2:10,
1699383053130725000,28789.9885879,18:50:53:130725,P300:1200,1,Index of Time and Change que 2:10,
1699383054142590000,28791.0006166,18:50:54:142590,P300:1200,1,Index of Time and Change que 2:10,
1699383055153771900,28792.0125137,18:50:55:153772,P300:1000,1,Index of Time and Change que 2:10,
1699383055970781000,28792.8288407,18:50:55:970781,H,1,Index of Time and Change que 2:10,
1699383056165294200,28793.0235742,18:50:56:165294,P300:1200,1,Index of Time and Change que 2:10,
1699383057177305800,28794.0358678,18:50:57:177306,P300:1200,1,Index of Time and Change que 2:10,
1699383058187501500,28795.04576,18:50:58:187502,P300:1000,1,Index of Time and Change que 2:10,
1699383059198788500,28796.0575521,18:50:59:198789,P300:1200,1,Index of Time and Change que 2:10,
1699383060210805500,28797.0686865,18:51:00:210805,P300:1000,1,Index of Time and Change que 2:10,
1699383061221729500,28798.0796029,18:51:01:221730,P300:1200,1,Index of Time and Change que 2:10,
1699383062233767900,28799.0917191,18:51:02:233768,P300:1200,1,Index of Time and Change que 2:10,
1699383063249846500,28800.1085926,18:51:03:249846,P300:1200,1,Index of Time and Change que 2:10,
1699383064261747700,28801.1196222,18:51:04:261748,P300:1200,1,Index of Time and Change que 2:10,
1699383065272306400,28802.1306464,18:51:05:272306,P300:1000,1,Index of Time and Change que 2:10,
1699383065980242000,28802.8390241,18:51:05:980242,H,1,Index of Time and Change que 2:10,
1699383066283666300,28803.1415801,18:51:06:283666,P300:1200,1,Index of Time and Change que 2:10,
1699383067294196100,28804.152516,18:51:07:294196,P300:1000,1,Index of Time and Change que 2:10,
1699383068305205400,28805.1636639,18:51:08:305206,P300:1200,1,Index of Time and Change que 2:10,
1699383069316693900,28806.1746726,18:51:09:316694,P300:1200,1,Index of Time and Change que 2:10,
1699383070326286300,28807.1845611,18:51:10:326286,P300:1200,1,Index of Time and Change que 2:10,
1699383071336523100,28808.1948005,18:51:11:336523,P300:1200,1,Index of Time and Change que 2:10,
1699383072347327900,28809.2055792,18:51:12:347328,P300:1000,1,Index of Time and Change que 2:10,
1699383073357272200,28810.2156038,18:51:13:357272,P300:1200,1,Index of Time and Change que 2:10,
1699383074375253000,28811.2336065,18:51:14:375253,P300:1200,1,Index of Time and Change que 2:10,
1699383075386680200,28812.2448194,18:51:15:386680,P300:1200,1,Index of Time and Change que 2:10,
1699383075991424400,28812.8494491,18:51:15:991425,H,1,Index of Time and Change que 2:10,
1699383076411919800,28813.2706434,18:51:16:411920,P300:1200,1,Index of Time and Change que 2:10,
1699383077432513400,28814.290559,18:51:17:432513,P300:1200,1,Index of Time and Change que 2:10,
1699383078444312000,28815.3025487,18:51:18:444312,P300:1200,1,Index of Time and Change que 2:10,
1699383079457929800,28816.3166139,18:51:19:457930,P300:1200,1,Index of Time and Change que 2:10,
1699383080469874800,28817.327734,18:51:20:469875,P300:1200,1,Index of Time and Change que 2:10,
1699383081484989300,28818.3435224,18:51:21:484989,P300:1200,1,Index of Time and Change que 2:10,
1699383082495842400,28819.3545295,18:51:22:495842,P300:1000,1,Index of Time and Change que 2:10,
1699383083506909400,28820.3655456,18:51:23:506909,P300:1200,1,Index of Time and Change que 2:10,
1699383084524723300,28821.3826245,18:51:24:524723,P300:1200,1,Index of Time and Change que 2:10,
1699383085539911700,28822.3985423,18:51:25:539912,P300:1200,1,Index of Time and Change que 2:10,
