U_TIME,LSL_TIME,HUMAN_TIME,MESSAGE,VECTOR_NUM,VECTOR_NAME,PERFORMER
1699372905298419400,18642.1567594,16:01:45:298419,H,,,
1699372908883440200,18645.741509,16:01:48:883440,VECTOR_0 STARTED,0,Fake P300,[]
1699372909971112100,18646.8297448,16:01:49:971112,VECTOR 0 STOPPED,,,
1699372910460214400,18647.3180696,16:01:50:460214,VECTOR_1 STARTED,1,Index of Time and Change que 2:10,[]
1699372911195114300,18648.0535997,16:01:51:195114,VECTOR 1 STOPPED,,,
1699372915309448700,18652.167405,16:01:55:309449,H,,,
1699372920948985700,18657.8071005,16:02:00:948986,TRANS:1600,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
1699372922160695400,18659.0185867,16:02:02:160695,TRANS:1600,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
1699372923370823200,18660.229566,16:02:03:370823,TRANS:1600,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
1699372924581773200,18661.4395894,16:02:04:581773,TRANS:1600,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
1699372925325083900,18662.1832872,16:02:05:325084,H,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
1699372925792997300,18662.6515679,16:02:05:792997,TRANS:900,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
1699372926804175200,18663.6629046,16:02:06:804175,VECTOR_2 STARTED,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
1699372935338576700,18672.1964839,16:02:15:338577,H,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
1699372945350111100,18682.2089007,16:02:25:350111,H,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
1699372955367448800,18692.2260317,16:02:35:367449,H,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
1699372965385343700,18702.243304,16:02:45:385344,H,2,Index of Breathing,"['Siin', 'Nathaniel', 'Matthias', 'Ben']"
