U_TIME,LSL_TIME,HUMAN_TIME,MESSAGE,VECTOR_NUM,VECTOR_NAME,PERFORMER
1699376004089035500,21740.9476701,16:53:24:089036,H,,,
1699376014099819800,21750.9577078,16:53:34:099820,H,,,
1699376024117434600,21760.975374,16:53:44:117435,H,,,
1699376034133634000,21770.9922736,16:53:54:133634,H,,,
1699376044149552800,21781.008328,16:54:04:149553,H,,,
1699376054165632400,21791.0242869,16:54:14:165632,H,,,
1699376064182567800,21801.0410354,16:54:24:182568,H,,,
1699376074197856700,21811.0562244,16:54:34:197857,H,,,
1699376084210402500,21821.0688578,16:54:44:210402,H,,,
1699376094222421000,21831.0802629,16:54:54:222421,H,,,
1699376104232992900,21841.0908792,16:55:04:232993,H,,,
1699376114244548900,21851.1028973,16:55:14:244549,H,,,
1699376124261656500,21861.1196809,16:55:24:261657,H,,,
1699376134276972000,21871.1356767,16:55:34:276972,H,,,
1699376144293578800,21881.1519982,16:55:44:293579,H,,,
1699376154308638700,21891.1671957,16:55:54:308639,H,,,
1699376164319735000,21901.177696,16:56:04:319735,H,,,
1699376174330595500,21911.1884246,16:56:14:330595,H,,,
1699376184347207000,21921.205841,16:56:24:347207,H,,,
1699376194357692400,21931.2162854,16:56:34:357692,H,,,
1699376204375565000,21941.2339502,16:56:44:375565,H,,,
1699376214385978900,21951.244518,16:56:54:385979,H,,,
1699376224397917100,21961.2557752,16:57:04:397917,H,,,
1699376234407906800,21971.2661879,16:57:14:407907,H,,,
1699376244423649000,21981.281491,16:57:24:423649,H,,,
1699376254433258700,21991.2917327,16:57:34:433259,H,,,
1699376264443914300,22001.3024532,16:57:44:443914,H,,,
1699376274460851700,22011.3187384,16:57:54:460852,H,,,
1699376284475784200,22021.3339555,16:58:04:475784,H,,,
1699376294488379400,22031.3471833,16:58:14:488379,H,,,
1699376304503786200,22041.3616711,16:58:24:503786,H,,,
1699376314514296300,22051.3722084,16:58:34:514296,H,,,
1699376324530819600,22061.3893121,16:58:44:530820,H,,,
1699376334548812500,22071.4067514,16:58:54:548813,H,,,
1699376344563590500,22081.4214527,16:59:04:563590,H,,,
1699376354574196100,22091.4322775,16:59:14:574196,H,,,
1699376364584878200,22101.4434683,16:59:24:584878,H,,,
1699376374595739000,22111.4544027,16:59:34:595739,H,,,
1699376384607147800,22121.4651821,16:59:44:607148,H,,,
1699376394623394600,22131.4818281,16:59:54:623394,H,,,
1699376404640952000,22141.498809,17:00:04:640952,H,,,
1699376414657368900,22151.5153416,17:00:14:657369,H,,,
1699376424673882800,22161.5318818,17:00:24:673883,H,,,
1699376434690251600,22171.548198,17:00:34:690252,H,,,
1699376444706049800,22181.5640448,17:00:44:706050,H,,,
1699376454722501900,22191.5806796,17:00:54:722502,H,,,
1699376464738995900,22201.5969529,17:01:04:738996,H,,,
1699376474753595900,22211.6115693,17:01:14:753596,H,,,
1699376484770076200,22221.6279912,17:01:24:770076,H,,,
1699376494787024000,22231.6449677,17:01:34:787024,H,,,
1699376504803981300,22241.6619448,17:01:44:803981,H,,,
1699376514820417000,22251.6786632,17:01:54:820417,H,,,
1699376524836285100,22261.6948003,17:02:04:836285,H,,,
1699376534852725000,22271.7113897,17:02:14:852725,H,,,
1699376544869435100,22281.7281834,17:02:24:869435,H,,,
1699376554886455300,22291.7450615,17:02:34:886455,H,,,
1699376564903923300,22301.7623059,17:02:44:903923,H,,,
1699376574914113500,22311.7722953,17:02:54:914114,H,,,
1699376584925530500,22321.7833763,17:03:04:925531,H,,,
1699376594936112300,22331.7939557,17:03:14:936112,H,,,
1699376604945325200,22341.8037806,17:03:24:945325,H,,,
1699376614956093900,22351.8139403,17:03:34:956094,H,,,
1699376624966442200,22361.8246455,17:03:44:966442,H,,,
1699376634980078000,22371.838761,17:03:54:980078,H,,,
1699376644997251100,22381.8554055,17:04:04:997251,H,,,
1699376655009099000,22391.8672546,17:04:15:009099,H,,,
1699376665019129700,22401.8770058,17:04:25:019130,H,,,
1699376675028661400,22411.8867525,17:04:35:028661,H,,,
1699376685038656800,22421.8965353,17:04:45:038657,H,,,
1699376695048092700,22431.9062902,17:04:55:048093,H,,,
1699376701313384300,22438.1721711,17:05:01:313384,FAKE:1200,,,
1699376702325176100,22439.1832301,17:05:02:325176,FAKE:1200,,,
1699376703335455900,22440.1932931,17:05:03:335456,FAKE:1200,,,
1699376704344494100,22441.2032236,17:05:04:344494,FAKE:1200,,,
1699376705058757100,22441.9168571,17:05:05:058757,H,,,
1699376705355359100,22442.2132709,17:05:05:355359,FAKE:1200,,,
1699376706372499100,22443.2303763,17:05:06:372499,FAKE:1200,,,
1699376707388273900,22444.2462234,17:05:07:388274,FAKE:1200,,,
1699376708398284600,22445.2562271,17:05:08:398284,FAKE:1200,,,
1699376709408457500,22446.2662954,17:05:09:408458,FAKE:1200,,,
1699376710419364100,22447.2772635,17:05:10:419364,FAKE:1200,,,
1699376711435458700,22448.2932965,17:05:11:435459,FAKE:1200,,,
1699376712445479400,22449.3042224,17:05:12:445479,FAKE:1200,,,
1699376713455588700,22450.3142264,17:05:13:455589,FAKE:1200,,,
1699376714465443700,22451.3242256,17:05:14:465444,FAKE:1200,,,
1699376715075839500,22451.9337466,17:05:15:075840,H,,,
1699376715476417700,22452.3352239,17:05:15:476418,FAKE:1200,,,
1699376716486616900,22453.3452695,17:05:16:486617,FAKE:1200,,,
1699376717504557800,22454.3632255,17:05:17:504558,FAKE:1200,,,
1699376718515101900,22455.3732231,17:05:18:515102,FAKE:1200,,,
1699376719524471200,22456.3832631,17:05:19:524471,FAKE:1200,,,
1699376720541615600,22457.4002627,17:05:20:541616,FAKE:1200,,,
1699376721559390000,22458.4172263,17:05:21:559390,FAKE:1200,,,
1699376722569180400,22459.427225,17:05:22:569180,FAKE:1200,,,
1699376723579509800,22460.4374056,17:05:23:579510,FAKE:1200,,,
1699376724595640100,22461.454261,17:05:24:595640,FAKE:1200,,,
1699376725091564500,22461.9499666,17:05:25:091565,H,,,
1699376725614358800,22462.4722776,17:05:25:614359,FAKE:1200,,,
1699376726625390300,22463.4832629,17:05:26:625390,FAKE:1200,,,
1699376727635407500,22464.4937183,17:05:27:635408,FAKE:1200,,,
1699376728646460300,22465.5042822,17:05:28:646461,FAKE:1200,,,
1699376729659363900,22466.5172237,17:05:29:659364,FAKE:1200,,,
1699376730668834400,22467.5272339,17:05:30:668834,FAKE:1200,,,
1699376735107628400,22471.9659733,17:05:35:107628,H,,,
1699376745123522200,22481.98199,17:05:45:123522,H,,,
1699376755137805100,22491.996603,17:05:55:137805,H,,,
1699376765154976000,22502.0131378,17:06:05:154976,H,,,
1699376771678498800,22508.5372153,17:06:11:678499,FAKE:1200,,,
1699376772689393500,22509.5473069,17:06:12:689394,FAKE:1200,,,
1699376773700295200,22510.558235,17:06:13:700295,FAKE:1200,,,
1699376774710550100,22511.5692646,17:06:14:710550,FAKE:1200,,,
1699376775170467400,22512.0287372,17:06:15:170467,H,,,
1699376775729356100,22512.5873836,17:06:15:729356,FAKE:1200,,,
1699376776740286400,22513.598226,17:06:16:740286,FAKE:1200,,,
1699376777750542300,22514.6092255,17:06:17:750542,FAKE:1200,,,
1699376778761479400,22515.6202266,17:06:18:761479,FAKE:1200,,,
1699376779772483800,22516.6312261,17:06:19:772484,FAKE:1200,,,
1699376780784454900,22517.6422929,17:06:20:784455,FAKE:1200,,,
1699376781794477800,22518.6532201,17:06:21:794478,FAKE:1200,,,
1699376782805786700,22519.6642293,17:06:22:805787,FAKE:1200,,,
1699376783821127300,22520.6792266,17:06:23:821127,FAKE:1200,,,
1699376784832159800,22521.6903046,17:06:24:832160,FAKE:1200,,,
1699376785185937900,22522.0439301,17:06:25:185938,H,,,
1699376785842545300,22522.7012245,17:06:25:842546,FAKE:1200,,,
1699376786853573800,22523.7122264,17:06:26:853574,FAKE:1200,,,
1699376787865420200,22524.723292,17:06:27:865420,FAKE:1200,,,
1699376788875582100,22525.7342282,17:06:28:875582,FAKE:1200,,,
1699376789886552500,22526.7452933,17:06:29:886553,FAKE:1200,,,
1699376790898198100,22527.7562257,17:06:30:898198,FAKE:1200,,,
1699376791909164500,22528.7672253,17:06:31:909164,FAKE:1200,,,
1699376792919461600,22529.778243,17:06:32:919462,FAKE:1200,,,
1699376793934698800,22530.7932259,17:06:33:934699,FAKE:1200,,,
1699376794946426600,22531.8042648,17:06:34:946427,FAKE:1200,,,
1699376795206333800,22532.0642595,17:06:35:206334,H,,,
1699376795957275900,22532.815219,17:06:35:957276,FAKE:1200,,,
1699376796967096700,22533.8252259,17:06:36:967097,FAKE:1200,,,
1699376797978453000,22534.8363578,17:06:37:978453,FAKE:1200,,,
1699376798991402700,22535.8492255,17:06:38:991403,FAKE:1200,,,
1699376800001575300,22536.860224,17:06:40:001575,FAKE:1200,,,
1699376801017513500,22537.8762299,17:06:41:017514,FAKE:1200,,,
1699376802028446200,22538.8872259,17:06:42:028446,FAKE:1200,,,
1699376803040470000,22539.8983189,17:06:43:040470,FAKE:1200,,,
1699376804057384700,22540.9153098,17:06:44:057385,FAKE:1200,,,
1699376805068345800,22541.9262736,17:06:45:068346,FAKE:1200,,,
1699376805223512600,22542.0822352,17:06:45:223513,H,,,
1699376806085709500,22542.9442254,17:06:46:085710,FAKE:1200,,,
1699376807097463200,22543.9553594,17:06:47:097463,FAKE:1200,,,
1699376808114424600,22544.972278,17:06:48:114424,FAKE:1200,,,
1699376809130690700,22545.9893901,17:06:49:130691,FAKE:1200,,,
1699376810149509500,22547.0082262,17:06:50:149509,FAKE:1200,,,
1699376811160608000,22548.0192911,17:06:51:160608,FAKE:1200,,,
1699376812171693800,22549.0302246,17:06:52:171694,FAKE:1200,,,
1699376813183472300,22550.0414149,17:06:53:183472,FAKE:1200,,,
1699376814198454000,22551.0572279,17:06:54:198454,FAKE:1200,,,
1699376815210355200,22552.0682666,17:06:55:210355,FAKE:1200,,,
1699376815242414100,22552.1009274,17:06:55:242414,H,,,
1699376816230206500,22553.0880873,17:06:56:230206,FAKE:1200,,,
1699376817243455500,22554.1012973,17:06:57:243455,FAKE:1200,,,
1699376818254393200,22555.1122703,17:06:58:254393,FAKE:1200,,,
1699376819272332900,22556.1302254,17:06:59:272333,FAKE:1200,,,
1699376820282468400,22557.1412765,17:07:00:282468,FAKE:1200,,,
1699376821300448900,22558.1592225,17:07:01:300449,FAKE:1200,,,
1699376822311625300,22559.1702652,17:07:02:311625,FAKE:1200,,,
1699376823329511000,22560.1882242,17:07:03:329511,FAKE:1200,,,
1699376824340633900,22561.1992247,17:07:04:340634,FAKE:1200,,,
1699376825258195000,22562.1161816,17:07:05:258195,H,,,
1699376825352054000,22562.2108077,17:07:05:352054,FAKE:1200,,,
1699376826368690700,22563.2272251,17:07:06:368691,FAKE:1200,,,
1699376827384648600,22564.2432227,17:07:07:384649,FAKE:1200,,,
1699376828399550400,22565.2582955,17:07:08:399550,FAKE:1200,,,
1699376829410451300,22566.2692251,17:07:09:410451,FAKE:1200,,,
1699376830422457000,22567.2802942,17:07:10:422457,FAKE:1200,,,
1699376831432469700,22568.2912258,17:07:11:432470,FAKE:1200,,,
1699376835276040100,22572.134122,17:07:15:276040,H,,,
1699376845294614400,22582.1525444,17:07:25:294615,H,,,
1699376855312278000,22592.1705588,17:07:35:312278,H,,,
1699376862443723400,22599.3022348,17:07:42:443723,FAKE:1200,,,
1699376863463454200,22600.3212902,17:07:43:463454,FAKE:1200,,,
1699376864473422100,22601.3322218,17:07:44:473422,FAKE:1200,,,
1699376865329613100,22602.1876597,17:07:45:329613,H,,,
1699376865485420100,22602.343428,17:07:45:485420,FAKE:1200,,,
1699376866495695800,22603.3544061,17:07:46:495696,FAKE:1200,,,
1699376867506763200,22604.3652184,17:07:47:506763,FAKE:1200,,,
1699376868518427300,22605.3772239,17:07:48:518427,FAKE:1200,,,
1699376869530015300,22606.3882166,17:07:49:530015,FAKE:1200,,,
1699376870540643200,22607.3984478,17:07:50:540643,FAKE:1200,,,
